데이터 출처,AIO_Benchmark 하위출처,검색어,지식인_doc_id,지식인_url,검색엔진,AI 검색 요약 활성화 여부,문법적 형태,검색 의도,주제,LLM 확신도
ORCAS,,G-CSF 주사,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,GDP 디플레이터 계산하기,,,google,TRUE,명사형 전성어미,정보형,비즈니스 금융,high
ORCAS,,GDP 디플레이터 계산하기,,,naver,TRUE,명사형 전성어미,정보형,비즈니스 금융,high
ORCAS,,GIMP 2 무료 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,GIMP 2 무료 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,GMAT 등록,,,google,TRUE,명사구,거래형,직업 교육,high
ORCAS,,GMAT 등록,,,naver,TRUE,명사구,거래형,직업 교육,high
ORCAS,,GSK 백신,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,GSK 백신,,,naver,TRUE,명사구,정보형,건강,medium
ORCAS,,GTA V 호텔 암살,,,google,TRUE,명사구,정보형,게임,medium
ORCAS,,GTA V 호텔 암살,,,naver,TRUE,명사구,정보형,게임,medium
ORCAS,,Gmail 로그인 계정,,,google,TRUE,명사구,이동형,기술,high
ORCAS,,Gmail 로그인 계정,,,naver,TRUE,명사구,이동형,기술,high
ORCAS,,HIV에서 AIDS로,,,google,TRUE,조사 결합 명사구,정보형,건강,medium
ORCAS,,HIV에서 AIDS로,,,naver,FALSE,조사 결합 명사구,정보형,건강,medium
ORCAS,,HP OCR 소프트웨어 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,HP OCR 소프트웨어 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,HP P4015N 드라이버,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,HP P4015N 드라이버,,,naver,FALSE,명사구,거래형,기술,high
ORCAS,,HP 노트북 키보드 조명 켜는 방법,,,google,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,HP 노트북 키보드 조명 켜는 방법,,,naver,FALSE,관형절 포함 명사구,정보형,기술,high
ORCAS,,HP 컬러 프린터,,,google,FALSE,명사구,상업형,기술,high
ORCAS,,HP 컬러 프린터,,,naver,FALSE,명사구,상업형,기술,high
ORCAS,,HP 컴퓨터 세일,,,google,TRUE,명사구,상업형,기술,high
ORCAS,,HP 컴퓨터 세일,,,naver,FALSE,명사구,상업형,기술,high
ORCAS,,HS 상품 코드,,,google,TRUE,명사구,정보형,비즈니스 금융,medium
ORCAS,,HS 상품 코드,,,naver,TRUE,명사구,정보형,비즈니스 금융,medium
ORCAS,,HTML 숨김,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,HTML 숨김,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,HTML에서 텍스트 정렬하는 방법,,,google,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,HTML에서 텍스트 정렬하는 방법,,,naver,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,HTTP 헤더란 무엇인가,,,google,TRUE,의문문,정보형,기술,high
ORCAS,,HTTP 헤더란 무엇인가,,,naver,TRUE,의문문,정보형,기술,high
ORCAS,,IAAF 세계 선수권 대회,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,IAAF 세계 선수권 대회,,,naver,FALSE,명사구,정보형,스포츠,high
ORCAS,,IBM 창립자,,,google,TRUE,명사구,정보형,비즈니스 금융,high
ORCAS,,IBM 창립자,,,naver,FALSE,명사구,정보형,비즈니스 금융,high
ORCAS,,ICAO와 IATA,,,google,TRUE,조사 결합 명사구,정보형,여행 교통,high
ORCAS,,ICAO와 IATA,,,naver,FALSE,조사 결합 명사구,정보형,여행 교통,high
ORCAS,,ICD 10 경추 염좌,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,ICD 10 경추 염좌,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,ICD 10 빌리루빈 수치 상승,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,ICD 10 빌리루빈 수치 상승,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,IGS 포맷,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,IGS 포맷,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,IMAX란 무엇인가,,,google,TRUE,의문문,정보형,엔터테인먼트,high
ORCAS,,IMAX란 무엇인가,,,naver,TRUE,의문문,정보형,엔터테인먼트,high
ORCAS,,IPv4 주소 찾기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,IPv4 주소 찾기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,IRP 계좌 번호,,,google,TRUE,명사구,거래형,비즈니스 금융,medium
ORCAS,,IRP 계좌 번호,,,naver,TRUE,명사구,거래형,비즈니스 금융,medium
ORCAS,,ISBN 데이터베이스,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,ISBN 데이터베이스,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,J-파우치 수술,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,J-파우치 수술,,,naver,FALSE,명사구,정보형,건강,high
ORCAS,,KPI 지표란 무엇인가,,,google,TRUE,의문문,정보형,비즈니스 금융,high
ORCAS,,KPI 지표란 무엇인가,,,naver,TRUE,의문문,정보형,비즈니스 금융,high
ORCAS,,KTM 액세서리 카탈로그,,,google,TRUE,명사구,상업형,자동차,high
ORCAS,,KTM 액세서리 카탈로그,,,naver,FALSE,명사구,상업형,자동차,high
ORCAS,,LA 레이커스 코치들,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,LA 레이커스 코치들,,,naver,FALSE,명사구,정보형,스포츠,high
ORCAS,,LCD와 LED 모니터,,,google,TRUE,조사 결합 명사구,상업형,기술,medium
ORCAS,,LCD와 LED 모니터,,,naver,TRUE,조사 결합 명사구,상업형,기술,medium
ORCAS,,LED 스크린,,,google,TRUE,명사구,상업형,기술,high
ORCAS,,LED 스크린,,,naver,FALSE,명사구,상업형,기술,high
ORCAS,,LED 회로 기호,,,google,FALSE,명사구,정보형,기술,high
ORCAS,,LED 회로 기호,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,LSD는 어떻게 사용되나요,,,google,TRUE,의문문,정보형,건강,high
ORCAS,,LSD는 어떻게 사용되나요,,,naver,TRUE,의문문,정보형,건강,high
ORCAS,,M&M 디스펜서,,,google,TRUE,명사구,상업형,쇼핑,high
ORCAS,,M&M 디스펜서,,,naver,FALSE,명사구,상업형,쇼핑,high
ORCAS,,MLA 스타일 인용,,,google,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,MLA 스타일 인용,,,naver,TRUE,명사구,정보형,직업 교육,medium
ORCAS,,MLB 무료 게임,,,google,TRUE,명사구,거래형,스포츠,medium
ORCAS,,MLB 무료 게임,,,naver,TRUE,명사구,거래형,스포츠,medium
ORCAS,,MLB 순위,,,google,FALSE,명사구,거래형,스포츠,high
ORCAS,,MLB 순위,,,naver,FALSE,명사구,거래형,스포츠,high
ORCAS,,MOU 협정,,,google,TRUE,명사구,정보형,법률 행정,high
ORCAS,,MOU 협정,,,naver,TRUE,명사구,정보형,법률 행정,high
ORCAS,,MRI에 무엇을 입어야 하나,,,google,TRUE,의문문,정보형,건강,high
ORCAS,,MRI에 무엇을 입어야 하나,,,naver,FALSE,의문문,정보형,건강,high
ORCAS,,MRSA 초기 증상,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,MRSA 초기 증상,,,naver,FALSE,명사구,정보형,건강,high
ORCAS,,MS 팀즈란 무엇인가?,,,google,TRUE,의문문,정보형,기술,high
ORCAS,,MS 팀즈란 무엇인가?,,,naver,TRUE,의문문,정보형,기술,high
ORCAS,,MSI 애너하임,,,google,TRUE,명사구,분류 불가,분류 불가,low
ORCAS,,MSI 애너하임,,,naver,FALSE,명사구,분류 불가,분류 불가,low
ORCAS,,MSI 장비,,,google,TRUE,명사구,상업형,기술,medium
ORCAS,,MSI 장비,,,naver,TRUE,명사구,상업형,기술,medium
ORCAS,,MySQL 루트 사용자 생성,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,MySQL 루트 사용자 생성,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,NASA 로고,,,google,FALSE,명사구,거래형,과학,medium
ORCAS,,NASA 로고,,,naver,TRUE,명사구,거래형,과학,medium
ORCAS,,NBA 2K18 마이팀,,,google,TRUE,명사구,정보형,게임,high
ORCAS,,NBA 2K18 마이팀,,,naver,TRUE,명사구,정보형,게임,high
ORCAS,,NBA 선수 평균 연봉,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,NBA 선수 평균 연봉,,,naver,TRUE,명사구,정보형,스포츠,high
ORCAS,,NBA 최고의 선수,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,NBA 최고의 선수,,,naver,FALSE,명사구,정보형,스포츠,high
ORCAS,,NCBI 서열,,,google,TRUE,명사구,거래형,과학,high
ORCAS,,NCBI 서열,,,naver,FALSE,명사구,거래형,과학,high
ORCAS,,NCIS 로스앤젤레스 보기,,,google,TRUE,명사형 전성어미,거래형,엔터테인먼트,high
ORCAS,,NCIS 로스앤젤레스 보기,,,naver,FALSE,명사형 전성어미,거래형,엔터테인먼트,high
ORCAS,,NFL 코치 2018,,,google,TRUE,명사구,정보형,스포츠,high
ORCAS,,NFL 코치 2018,,,naver,FALSE,명사구,정보형,스포츠,high
ORCAS,,NPV와 IRR의 차이,,,google,TRUE,조사 결합 명사구,정보형,비즈니스 금융,high
ORCAS,,NPV와 IRR의 차이,,,naver,TRUE,조사 결합 명사구,정보형,비즈니스 금융,high
ORCAS,,OFDM FFT,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,OFDM FFT,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,OSX 가상 머신,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,OSX 가상 머신,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,OW 프로 설정,,,google,TRUE,명사구,정보형,게임,medium
ORCAS,,OW 프로 설정,,,naver,TRUE,명사구,정보형,게임,medium
ORCAS,,PC PUBG,,,google,TRUE,명사구,상업형,게임,medium
ORCAS,,PC PUBG,,,naver,TRUE,명사구,상업형,게임,medium
ORCAS,,PC 이모지 키보드,,,google,TRUE,명사구,정보형,기술,medium
ORCAS,,PC 이모지 키보드,,,naver,TRUE,명사구,정보형,기술,medium
ORCAS,,PC가 계속 멈춤,,,google,TRUE,평서문,정보형,기술,high
ORCAS,,PC가 계속 멈춤,,,naver,TRUE,평서문,정보형,기술,high
ORCAS,,PC에서 USB 장치 찾기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,PC에서 USB 장치 찾기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,PC에서 녹음하기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,PC에서 녹음하기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,PC에서 와이파이 비밀번호 확인하는 방법,,,google,FALSE,관형절 포함 명사구,정보형,기술,high
ORCAS,,PC에서 와이파이 비밀번호 확인하는 방법,,,naver,TRUE,관형절 포함 명사구,정보형,기술,high
ORCAS,,PC용 키넥트,,,google,TRUE,조사 결합 명사구,상업형,기술,high
ORCAS,,PC용 키넥트,,,naver,FALSE,조사 결합 명사구,상업형,기술,high
ORCAS,,PDCA 사이클,,,google,TRUE,명사구,정보형,비즈니스 금융,high
ORCAS,,PDCA 사이클,,,naver,TRUE,명사구,정보형,비즈니스 금융,high
ORCAS,,PDF를 워드로 무료 온라인 변환,,,google,TRUE,조사 결합 명사구,거래형,기술,high
ORCAS,,PDF를 워드로 무료 온라인 변환,,,naver,TRUE,조사 결합 명사구,거래형,기술,high
ORCAS,,PPT에서 PDF로,,,google,TRUE,조사 결합 명사구,거래형,기술,high
ORCAS,,PPT에서 PDF로,,,naver,TRUE,조사 결합 명사구,거래형,기술,high
ORCAS,,PS4 게임,,,google,TRUE,명사구,상업형,게임,high
ORCAS,,PS4 게임,,,naver,TRUE,명사구,상업형,게임,high
ORCAS,,PSN 서버,,,google,TRUE,명사구,거래형,게임,medium
ORCAS,,PSN 서버,,,naver,TRUE,명사구,거래형,게임,medium
ORCAS,,QT 간격을 연장하는 약물,,,google,FALSE,관형절 포함 명사구,정보형,건강,high
ORCAS,,QT 간격을 연장하는 약물,,,naver,FALSE,관형절 포함 명사구,정보형,건강,high
ORCAS,,RJ45 커넥터 핀아웃 다이어그램,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,RJ45 커넥터 핀아웃 다이어그램,,,naver,FALSE,명사구,거래형,기술,high
ORCAS,,RNA 전사 단계,,,google,TRUE,명사구,정보형,과학,high
ORCAS,,RNA 전사 단계,,,naver,TRUE,명사구,정보형,과학,high
ORCAS,,RPM 정의,,,google,TRUE,조사 결합 명사구,정보형,자동차,medium
ORCAS,,RPM 정의,,,naver,TRUE,조사 결합 명사구,정보형,자동차,medium
ORCAS,,RV 모델,,,google,TRUE,명사구,상업형,자동차,high
ORCAS,,RV 모델,,,naver,TRUE,명사구,상업형,자동차,high
ORCAS,,S&P 500 지수 주식 목록,,,google,TRUE,명사구,거래형,비즈니스 금융,medium
ORCAS,,S&P 500 지수 주식 목록,,,naver,TRUE,명사구,거래형,비즈니스 금융,medium
ORCAS,,SQL 2015,,,google,TRUE,명사구,상업형,기술,medium
ORCAS,,SQL 2015,,,naver,TRUE,명사구,상업형,기술,medium
ORCAS,,SQL where or and,,,google,TRUE,명사구,정보형,기술,medium
ORCAS,,SQL where or and,,,naver,TRUE,명사구,정보형,기술,medium
ORCAS,,SQL 매개변수,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,SQL 매개변수,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,SQL 변환 112,,,google,TRUE,명사구,정보형,기술,low
ORCAS,,SQL 변환 112,,,naver,TRUE,명사구,정보형,기술,low
ORCAS,,SSD는 컴퓨터 용어로 무엇을 의미하나요,,,google,TRUE,의문문,정보형,기술,high
ORCAS,,SSD는 컴퓨터 용어로 무엇을 의미하나요,,,naver,TRUE,의문문,정보형,기술,high
ORCAS,,Something Just Like This 가사,,,google,FALSE,명사구,거래형,엔터테인먼트,high
ORCAS,,Something Just Like This 가사,,,naver,FALSE,명사구,거래형,엔터테인먼트,high
ORCAS,,TCP UDP 차이,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,TCP UDP 차이,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,TV 화면 설정,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,TV 화면 설정,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,UFC의 역사,,,google,TRUE,조사 결합 명사구,정보형,스포츠,high
ORCAS,,UFC의 역사,,,naver,TRUE,조사 결합 명사구,정보형,스포츠,high
ORCAS,,URL이란 무엇인가?,,,google,TRUE,의문문,정보형,기술,high
ORCAS,,URL이란 무엇인가?,,,naver,TRUE,의문문,정보형,기술,high
ORCAS,,UTM으로 변환하기,,,google,TRUE,명사형 전성어미,거래형,기술,medium
ORCAS,,UTM으로 변환하기,,,naver,TRUE,명사형 전성어미,거래형,기술,medium
ORCAS,,V 포 벤데타 영화,,,google,TRUE,명사구,정보형,엔터테인먼트,high
ORCAS,,V 포 벤데타 영화,,,naver,FALSE,명사구,정보형,엔터테인먼트,high
ORCAS,,VAC 드레싱,,,google,TRUE,명사구,상업형,건강,medium
ORCAS,,VAC 드레싱,,,naver,TRUE,명사구,상업형,건강,medium
ORCAS,,VBA for each in,,,google,TRUE,명사구,정보형,기술,medium
ORCAS,,VBA for each in,,,naver,TRUE,명사구,정보형,기술,medium
ORCAS,,VIN 번호 확인,,,google,TRUE,명사구,거래형,자동차,high
ORCAS,,VIN 번호 확인,,,naver,TRUE,명사구,거래형,자동차,high
ORCAS,,W3C 색상,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,W3C 색상,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,WHO pm2.5,,,google,TRUE,명사구,정보형,기후 날씨,medium
ORCAS,,WHO pm2.5,,,naver,FALSE,명사구,정보형,기후 날씨,medium
ORCAS,,WWE 로우 라이브스트림,,,google,TRUE,명사구,거래형,엔터테인먼트,high
ORCAS,,WWE 로우 라이브스트림,,,naver,FALSE,명사구,거래형,엔터테인먼트,high
ORCAS,,WWE 페이 퍼 뷰 2019,,,google,TRUE,명사구,정보형,스포츠,medium
ORCAS,,WWE 페이 퍼 뷰 2019,,,naver,FALSE,명사구,정보형,스포츠,medium
ORCAS,,W로 시작하는 단어,,,google,TRUE,관형절 포함 명사구,정보형,직업 교육,medium
ORCAS,,W로 시작하는 단어,,,naver,TRUE,관형절 포함 명사구,정보형,직업 교육,medium
ORCAS,,XHTML 검증기,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,XHTML 검증기,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,XP용 브라우저,,,google,TRUE,조사 결합 명사구,상업형,기술,medium
ORCAS,,XP용 브라우저,,,naver,TRUE,조사 결합 명사구,상업형,기술,medium
ORCAS,,XRP 로고,,,google,FALSE,명사구,거래형,비즈니스 금융,medium
ORCAS,,XRP 로고,,,naver,TRUE,명사구,거래형,비즈니스 금융,medium
ORCAS,,Z세대,,,google,TRUE,명사구,정보형,기타,high
ORCAS,,Z세대,,,naver,TRUE,명사구,정보형,기타,high
ORCAS,,adb 패스트부트 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,adb 패스트부트 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,arcgis,,,google,TRUE,명사구,이동형,기술,high
ORCAS,,arcgis,,,naver,TRUE,명사구,이동형,기술,high
ORCAS,,aws dx 게이트웨이,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,aws dx 게이트웨이,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,bdo 코끼리 퀘스트,,,google,TRUE,명사구,정보형,게임,high
ORCAS,,bdo 코끼리 퀘스트,,,naver,TRUE,명사구,정보형,게임,high
ORCAS,,bmw 밸브 커버 개스킷,,,google,TRUE,명사구,상업형,자동차,high
ORCAS,,bmw 밸브 커버 개스킷,,,naver,FALSE,명사구,상업형,자동차,high
ORCAS,,bnp 증가 원인,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,bnp 증가 원인,,,naver,FALSE,명사구,정보형,건강,high
ORCAS,,booking.com 고객 서비스 전화번호,,,google,FALSE,명사구,정보형,여행 교통,high
ORCAS,,booking.com 고객 서비스 전화번호,,,naver,FALSE,명사구,정보형,여행 교통,high
ORCAS,,bpa 화학물질이란,,,google,TRUE,조사 결합 명사구,정보형,과학,medium
ORCAS,,bpa 화학물질이란,,,naver,TRUE,조사 결합 명사구,정보형,과학,medium
ORCAS,,c# 날짜 클래스,,,google,TRUE,명사구,정보형,기술,high
ORCAS,,c# 날짜 클래스,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,cad 파일 다운로드,,,google,TRUE,명사구,거래형,기술,high
ORCAS,,cad 파일 다운로드,,,naver,TRUE,명사구,거래형,기술,high
ORCAS,,cf는 무슨 뜻인가?,,,google,TRUE,의문문,정보형,엔터테인먼트,medium
ORCAS,,cf는 무슨 뜻인가?,,,naver,TRUE,의문문,정보형,엔터테인먼트,medium
ORCAS,,cox-2 효소,,,google,TRUE,명사구,정보형,건강,high
ORCAS,,cox-2 효소,,,naver,TRUE,명사구,정보형,건강,high
ORCAS,,cpr 유효 기간,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,cpr 유효 기간,,,naver,FALSE,명사구,정보형,건강,medium
ORCAS,,cron.allow,,,google,FALSE,명사구,정보형,기술,high
ORCAS,,cron.allow,,,naver,TRUE,명사구,정보형,기술,high
ORCAS,,css @media,,,google,FALSE,명사구,정보형,기술,high
ORCAS,,css @media,,,naver,FALSE,명사구,정보형,기술,high
ORCAS,,cta 심장 스캔,,,google,TRUE,명사구,정보형,건강,medium
ORCAS,,cta 심장 스캔,,,naver,TRUE,명사구,정보형,건강,medium
ORCAS,,c의 iostream,,,google,FALSE,조사 결합 명사구,정보형,기술,high
ORCAS,,c의 iostream,,,naver,TRUE,조사 결합 명사구,정보형,기술,high
ORCAS,,ddr 독일,,,google,TRUE,명사구,정보형,정치,medium
ORCAS,,ddr 독일,,,naver,TRUE,명사구,정보형,정치,medium
ORCAS,,div 보이기,,,google,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,div 보이기,,,naver,TRUE,명사형 전성어미,정보형,기술,high
ORCAS,,dj khaled 결혼했나요,,,google,TRUE,의문문,정보형,엔터테인먼트,high
ORCAS,,dj khaled 결혼했나요,,,naver,FALSE,의문문,정보형,엔터테인먼트,high
